StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_3_TEXT,Q7,Q7_12_TEXT,Q8_NPS_GROUP,Q8,Q9,Q9_12_TEXT,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_11_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q21_1,Q22,Q22_7_TEXT,Q23,Q24,Q24_13_TEXT,Q25,Q26,Q27_1,opp,transaction_id,Q_TotalDuration,QPMID,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,RISN,rid,gc,term,PS,LS
2023-04-05 16:12:16,2023-04-05 16:17:04,IP Address,100,288,True,2023-04-05 16:17:05,R_2E3NVZowSVE1XpY,anonymous,EN,"I agree, take me to the survey",Male,25 - 34 years old,White or Caucasian,Public supply - municipal,,Filtered tap water,,None of the above,,Promoter,9,None of the above,,Very familiar,Extremely familiar,Moderately familiar,Very familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Extremely familiar,Very concerned,Extremely concerned,Moderately concerned,Very concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Very concerned,Extremely concerned,Often,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Often,Always,Often,family/friends,Currently doing this,Plan to do this,Might do this,Currently doing this,Plan to do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Most responsibility,Moderate responsibility,Fully trust,Fully trust,Fully trust,Fully trust,Moderately trust,Mostly trust,No,"I've never heard of it, and don't know what it is",81,Extremely familiar,Very familiar,Moderately familiar,Extremely familiar,Extremely familiar,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Extremely familiar,Very familiar,Very familiar,Have already changed,Planning to change,Might change,Planning to change,Planning to change,Have already changed,Have already changed,Planning to change,Might change,Planning to change,Planning to change,Have already changed,Have already changed,54720,Single family house,,Own,Technology,,Bachelor's degree,"$75,000 - 99,999",4,Qual27260-1216StephanieGeneralPop,6hrwry6PS1McI9trSe0dQ0,288,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:15:23,2023-04-05 16:19:05,IP Address,100,221,True,2023-04-05 16:19:06,R_2t419xUm4TudK7J,anonymous,EN,"I agree, take me to the survey",Other,25 - 34 years old,Hispanic or Latino or Spanish Origin of any race,"Private supply - private well, river, pond, lake",,Unfiltered tap water,,Discolored water,,Detractor,4,"Fertilizers (nitrates, phosphates),None of the above",,Very familiar,Moderately familiar,Slightly familiar,Very familiar,Slightly familiar,Moderately familiar,Very familiar,Moderately familiar,Slightly familiar,Moderately familiar,Not at all concerned,Moderately concerned,Slightly concerned,Not at all concerned,Slightly concerned,Not at all concerned,Very concerned,Moderately concerned,Moderately concerned,Not at all concerned,Sometimes,Occasionally,Occasionally,Occasionally,Often,Always,Never,Sometimes,Sometimes,Often,Never,,Will never do this,Currently doing this,Plan to do this,Might do this,Plan to do this,Moderate responsibility,Full responsibility,Full responsibility,No responsibility,Most responsibility,Moderate responsibility,Do not trust at all,Somewhat trust,Do not trust at all,Do not trust at all,Do not trust at all,Fully trust,No,"I've never heard of it, and don't know what it is",42,Slightly familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Very familiar,Moderately familiar,Slightly familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Extremely familiar,Might change,Might change,Might change,Might change,Will never change,Might change,Planning to change,Will never change,Might change,Might change,Might change,Will never change,Will never change,44260,Townhouse / duplex,,Own,Finance,,Bachelor's degree,"$50,000 - 74,999",3,Qual27260-1216StephanieGeneralPop,7BVwOtTIGYeBlxyw23lz30,221,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:17:34,2023-04-05 16:25:53,IP Address,100,499,True,2023-04-05 16:25:54,R_3HhogfPPt2AD9na,anonymous,EN,"I agree, take me to the survey",Male,65+ years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,None of the above,,Promoter,10,None of the above,,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Slightly concerned,Slightly concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Sometimes,Sometimes,Sometimes,Occasionally,Never,Never,Never,Never,Occasionally,Often,Never,,Might do this,Will never do this,Will never do this,Might do this,Will never do this,Moderate responsibility,Moderate responsibility,Most responsibility,Full responsibility,No responsibility,Some responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Fully trust,Somewhat trust,Somewhat trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",33,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Will never change,Will never change,Will never change,Will never change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Will never change,94596,Single family house,,Own,Other (describe):,Retired,Bachelor's degree,"$75,000 - 99,999",2,Qual27260-1216StephanieGeneralPop,76DGCRZ97re27twP080xfL,499,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:21:33,2023-04-05 16:26:58,IP Address,100,324,True,2023-04-05 16:26:58,R_38V5c7jRiskymel,anonymous,EN,"I agree, take me to the survey",Male,65+ years old,White or Caucasian,Public supply - municipal,,Filtered tap water,,None of the above,,Promoter,9,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Currently doing this,Will never do this,Will never do this,Will never do this,Currently doing this,Moderate responsibility,Moderate responsibility,Most responsibility,Full responsibility,No responsibility,No responsibility,Moderately trust,Moderately trust,Moderately trust,Mostly trust,Moderately trust,Moderately trust,No,"I've never heard of it, and don't know what it is",20,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,60410,Single family house,,Own,Education,,Bachelor's degree,"$75,000 - 99,999",2,Qual27260-1216StephanieGeneralPop,68bu2x0ml3F59cEuvEplBS,324,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:25:38,2023-04-05 16:34:09,IP Address,100,511,True,2023-04-05 16:34:10,R_TwuA2sirqh6O1s5,anonymous,EN,"I agree, take me to the survey",Male,65+ years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,"Odd taste,Boil water notice",,Passive,8,None of the above,,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly concerned,Slightly concerned,Moderately concerned,Not at all concerned,Not at all concerned,Not at all concerned,Slightly concerned,Slightly concerned,Not at all concerned,Slightly concerned,Often,Sometimes,Often,Sometimes,Occasionally,Occasionally,Often,Sometimes,Sometimes,Often,Never,,Currently doing this,Might do this,Will never do this,Might do this,Will never do this,Moderate responsibility,Moderate responsibility,Most responsibility,Full responsibility,Moderate responsibility,Most responsibility,Do not trust at all,Moderately trust,Moderately trust,Mostly trust,Moderately trust,Mostly trust,Not sure,"I've never heard of it, and don't know what it is",52,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Moderately familiar,Slightly familiar,Slightly familiar,Will never change,Might change,Might change,Will never change,Will never change,Will never change,Will never change,Will never change,Might change,Might change,Might change,Planning to change,Planning to change,64501,Single family house,,Own,Other (describe):,RETAIL,Master's degree,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,1QRFajQssmm1uZ2bE99en1,511,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:34:49,2023-04-05 16:44:15,IP Address,100,566,True,2023-04-05 16:44:16,R_2VEhwyYGgd2jnHu,anonymous,EN,"I agree, take me to the survey",Male,25 - 34 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,"Odd taste,Discolored water,Cloudy water,Hardness or scale buildup (high mineral content)",,Detractor,6,None of the above,,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very concerned,Very concerned,Extremely concerned,Extremely concerned,Very concerned,Extremely concerned,Extremely concerned,Extremely concerned,Very concerned,Extremely concerned,Often,Sometimes,Sometimes,Sometimes,Occasionally,Occasionally,Often,Sometimes,Often,Sometimes,Sometimes,text,Currently doing this,Plan to do this,Might do this,Plan to do this,Plan to do this,Most responsibility,Most responsibility,Full responsibility,Full responsibility,Most responsibility,Most responsibility,Somewhat trust,Somewhat trust,Moderately trust,Moderately trust,Do not trust at all,Do not trust at all,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",58,Moderately familiar,Moderately familiar,Very familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Planning to change,Planning to change,Might change,Might change,Might change,Might change,Might change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,35120,Single family house,,Own,Prefer not to answer,,High school graduate / GED,"$25,000 - 49,999",3,Qual27260-1216StephanieGeneralPop,2gyyi6UG8PjIRTtkoyv9oP,566,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:40:20,2023-04-05 16:45:11,IP Address,100,291,True,2023-04-05 16:45:12,R_3Rf1k46HjDYPU21,anonymous,EN,"I agree, take me to the survey",Male,45 - 54 years old,White or Caucasian,I don't know,,Bottled / prepackaged water,,None of the above,,Detractor,5,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Moderately concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,,Currently doing this,Might do this,Might do this,Will never do this,Will never do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Some responsibility,Moderate responsibility,Do not trust at all,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Mostly trust,No,"I've never heard of it, and don't know what it is",52,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,43560,Single family house,,Own,Other (describe):,"Construction ",High school graduate / GED,"$50,000 - 74,999",1,Qual27260-1216StephanieGeneralPop,19dN3W7tIQIL4zNqE4cZj6,291,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:46:53,2023-04-05 17:02:35,IP Address,100,941,True,2023-04-05 17:02:36,R_12aIEjx5vlA6wBO,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,None of the above,,Promoter,10,None of the above,,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Not at all concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Always,Always,Always,Always,Always,Always,Always,Always,Often,Often,Always,,Currently doing this,Currently doing this,Currently doing this,Currently doing this,Currently doing this,Moderate responsibility,Moderate responsibility,Moderate responsibility,Full responsibility,No responsibility,Most responsibility,Mostly trust,Mostly trust,Mostly trust,Fully trust,Do not trust at all,Fully trust,Yes,"I've heard of it or seen it somewhere, but don't know what it is",33,Extremely familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Might change,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,94203,Single family house,,Own,Technology,,Bachelor's degree,"$100,000 - 200,000",4,Qual27260-1216StephanieGeneralPop,4MWQbbvxJAUQjxrbkYeQMr,941,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:50:55,2023-04-05 17:07:26,IP Address,100,990,True,2023-04-05 17:07:27,R_22WeIImcTDqNfUg,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,White or Caucasian,"Private supply - private well, river, pond, lake",,Filtered tap water,,"Odd taste,Cloudy water,Boil water notice",,Promoter,9,"Fertilizers (nitrates, phosphates),Industrial chemicals,Pathogens (bacteria, viruses, amoebas),Petroleum products",,Extremely familiar,Very familiar,Very familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very concerned,Very concerned,Extremely concerned,Very concerned,Very concerned,Extremely concerned,Extremely concerned,Very concerned,Extremely concerned,Extremely concerned,Always,Always,Often,Always,Always,Always,Often,Always,Always,Always,Often,,Currently doing this,Currently doing this,Currently doing this,Currently doing this,Plan to do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Mostly trust,Fully trust,Fully trust,Fully trust,Fully trust,Fully trust,Yes,I'm confident I know what it is,79,Extremely familiar,Very familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Extremely familiar,Extremely familiar,Very familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Planning to change,Have already changed,Have already changed,Planning to change,Have already changed,28211,Single family house,,Own,Technology,,Bachelor's degree,"$100,000 - 200,000",4,Qual27260-1216StephanieGeneralPop,5SnZhnIjsW95HKWe3FCQj1,990,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 17:08:52,2023-04-05 17:15:07,IP Address,100,375,True,2023-04-05 17:15:08,R_1q27eVC2BAzFKvI,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,"Hardness or scale buildup (high mineral content),Water shortage",,Promoter,9,"PFAS (per- and polyfluoroalkyl substances),Pharmaceuticals",,Moderately familiar,Very familiar,Very familiar,Very familiar,Moderately familiar,Extremely familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very concerned,Very concerned,Very concerned,Moderately concerned,Moderately concerned,Extremely concerned,Moderately concerned,Moderately concerned,Very concerned,Moderately concerned,Often,Often,Often,Often,Always,Sometimes,Often,Sometimes,Often,Often,Never,,Plan to do this,Might do this,Might do this,Plan to do this,Plan to do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Most responsibility,Most responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Mostly trust,Yes,I think I know what it is,71,Extremely familiar,Very familiar,Very familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Very familiar,Moderately familiar,Very familiar,Might change,Might change,Might change,Might change,Planning to change,Planning to change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,11693,Single family house,,Own,Other (describe):,Constrution,Bachelor's degree,"$100,000 - 200,000",4,Qual27260-1216StephanieGeneralPop,2aLVBG5vBIOJ1jihusJoqB,375,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 17:10:41,2023-04-05 17:18:49,IP Address,100,488,True,2023-04-05 17:18:50,R_1hGe1m50TD8Cz0F,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,"Odd taste,Odd smell,Discolored water,Cloudy water,Staining of clothes, teeth, or skin,Saltiness (high salt content),Hardness or scale buildup (high mineral content),Corrosion of pipes or water fixtures,Boil water notice",,Detractor,1,Petroleum products,,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Often,Never,Never,Never,Never,,Plan to do this,Might do this,Might do this,Currently doing this,Plan to do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Moderate responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Not sure,"I've never heard of it, and don't know what it is",50,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,44663,Single family house,,Own,Other (describe):,"Construction ",High school graduate / GED,"$75,000 - 99,999",3,Qual27260-1216StephanieGeneralPop,6ybbba4YNGxQ5gXWs5KuQ5,488,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 16:52:15,2023-04-05 17:19:49,IP Address,100,1653,True,2023-04-05 17:19:50,R_ufigRyJp7xXynL3,anonymous,EN,"I agree, take me to the survey",Male,65+ years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,Hardness or scale buildup (high mineral content),,Passive,7,None of the above,,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Not at all familiar,Not at all familiar,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Moderately concerned,Slightly concerned,Slightly concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Might do this,Might do this,Might do this,Might do this,Might do this,Moderate responsibility,Moderate responsibility,Full responsibility,Full responsibility,Moderate responsibility,No responsibility,Moderately trust,Somewhat trust,Somewhat trust,Somewhat trust,Do not trust at all,Do not trust at all,No,"I've never heard of it, and don't know what it is",17,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Might change,Might change,Might change,Planning to change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,73105,Single family house,,Own,Education,,Doctorate or terminal degree,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,12roMiruQJie35cWyk5O41,1653,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 17:13:58,2023-04-05 17:20:58,IP Address,100,420,True,2023-04-05 17:20:59,R_2VE1dp23SPkMCCZ,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,"Odd taste,Odd smell,Cloudy water,Staining of clothes, teeth, or skin,Hardness or scale buildup (high mineral content),Water shortage",,Detractor,4,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Often,Sometimes,Occasionally,Occasionally,Often,Often,Often,Sometimes,Often,Often,Never,,Currently doing this,Might do this,Might do this,Might do this,Not sure,Most responsibility,Most responsibility,Most responsibility,Most responsibility,Some responsibility,Most responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Somewhat trust,Moderately trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",60,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Planning to change,Might change,Planning to change,Might change,Planning to change,Might change,Planning to change,Might change,Planning to change,Might change,Planning to change,Might change,Might change,17870,Townhouse / duplex,,Rent,Other (describe):,"Government ",Master's degree,"$50,000 - 74,999",2,Qual27260-1216StephanieGeneralPop,3qxPUfJ6LzXSqyIqDHj6Y0,420,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 17:19:11,2023-04-05 17:24:10,IP Address,100,299,True,2023-04-05 17:24:11,R_1BXTvSjn3yp5BAN,anonymous,EN,"I agree, take me to the survey",Male,65+ years old,White or Caucasian,Public supply - rural water district,,Filtered tap water,,Boil water notice,,Detractor,6,None of the above,,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Often,Occasionally,Often,Occasionally,Occasionally,Occasionally,Always,Often,Occasionally,Always,Always,,Might do this,Might do this,Might do this,Might do this,Might do this,Most responsibility,Most responsibility,Most responsibility,Full responsibility,Most responsibility,Most responsibility,Somewhat trust,Moderately trust,Moderately trust,Somewhat trust,Moderately trust,Moderately trust,No,"I've heard of it or seen it somewhere, but don't know what it is",47,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,77630,Single family house,,Own,Healthcare,,High school graduate / GED,"$50,000 - 74,999",2,Qual27260-1216StephanieGeneralPop,3cp60Dh4ae6rzoBKhtogR4,299,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 17:17:53,2023-04-05 17:24:49,IP Address,100,416,True,2023-04-05 17:24:50,R_3jVZ8vzwPhrZEn9,anonymous,EN,"I agree, take me to the survey",Male,55 - 64 years old,White or Caucasian,"Private supply - private well, river, pond, lake",,Filtered tap water,,None of the above,,Promoter,10,None of the above,,Not at all familiar,Very familiar,Very familiar,Very familiar,Very familiar,Slightly familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,,Might do this,Currently doing this,Currently doing this,Currently doing this,Currently doing this,Some responsibility,Moderate responsibility,Most responsibility,Most responsibility,Most responsibility,Full responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Fully trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",65,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Planning to change,Planning to change,Have already changed,Have already changed,Have already changed,Have already changed,Have already changed,Planning to change,Have already changed,Have already changed,Have already changed,Have already changed,27025,Single family house,,Own,Utilities,,Associate degree,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,3eetFDlHsKLWVja3JT399v,416,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-04-05 17:18:57,2023-04-05 17:26:52,IP Address,100,475,True,2023-04-05 17:26:53,R_spYVBXGUUUx4RIl,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,Hispanic or Latino or Spanish Origin of any race,Public supply - rural water district,,Bottled / prepackaged water,,"Odd taste,Hardness or scale buildup (high mineral content)",,Detractor,5,None of the above,,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Moderately concerned,Moderately concerned,Moderately concerned,Slightly concerned,Slightly concerned,Moderately concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Sometimes,Occasionally,Occasionally,Always,Sometimes,Sometimes,Sometimes,Occasionally,Occasionally,Occasionally,Never,,Currently doing this,Plan to do this,Might do this,Might do this,Might do this,Moderate responsibility,Moderate responsibility,Full responsibility,Full responsibility,Moderate responsibility,Moderate responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Moderately trust,No,"I've heard of it or seen it somewhere, but don't know what it is",10,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Might change,Might change,Might change,Might change,Might change,Might change,Planning to change,27834,Townhouse / duplex,,Rent,Education,,High school graduate / GED,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,5A2td70pA4owHrMBlMjZja,475,73540892,,,,,,,,1,,439,{Invalid Expression}
